movieId,success,total,alpha,beta
129227,5,11,6,7
129229,2,20,3,19
129231,1,3,2,3
129233,3,18,4,16
129235,0,3,1,4
129237,0,3,1,4
129239,0,3,1,4
129241,7,20,8,14
129243,4,10,5,7
129245,7,20,8,14
129248,5,10,6,6
129250,2,37,3,36
129252,0,1,1,2
129256,1,3,2,3
129264,1,3,2,3
129268,0,1,1,2
129270,1,3,2,3
129272,1,3,2,3
129274,3,10,4,8
129276,0,2,1,3
129285,5,14,6,10
129289,2,2,3,1
129291,1,2,2,2
129293,1,2,2,2
129295,1,2,2,2
129297,0,1,1,2
129299,3,14,4,12
129301,2,5,3,4
129303,2,3,3,2
129305,2,6,3,5
129307,2,3,3,2
129309,3,5,4,3
129311,0,1,1,2
129313,23,54,24,32
129317,0,11,1,12
129321,0,1,1,2
129325,0,1,1,2
129333,2,11,3,10
129335,2,4,3,3
129337,10,20,11,11
129340,7,13,8,7
129342,6,10,7,5
129344,1,1,2,1
129346,1,11,2,11
129348,3,5,4,3
129350,3,16,4,14
129352,2,3,3,2
129354,840,1992,841,1153
129356,1,1,2,1
129358,8,23,9,16
129360,2,3,3,2
129362,31,60,32,30
129364,8,22,9,15
129366,2,6,3,5
129368,0,3,1,4
129370,43,227,44,185
129372,10,67,11,58
129374,0,1,1,2
129376,1,6,2,6
129378,2,5,3,4
129382,1,2,2,2
129384,0,1,1,2
129386,0,3,1,4
129389,1,4,2,4
129391,0,1,1,2
129395,1,3,2,3
129397,11,52,12,42
129401,15,37,16,23
129403,0,3,1,4
129405,3,7,4,5
129407,1,2,2,2
129409,1,2,2,2
129411,0,1,1,2
129413,1,4,2,4
129415,1,7,2,7
129417,0,2,1,3
129419,0,2,1,3
129421,1,1,2,1
129423,0,1,1,2
129425,4,11,5,8
129428,98,255,99,158
129430,0,1,1,2
129432,2,6,3,5
129435,0,1,1,2
129437,21,33,22,13
129441,1,3,2,3
129443,1,1,2,1
129445,0,2,1,3
129447,0,3,1,4
129449,0,2,1,3
129451,4,10,5,7
129454,0,4,1,5
129456,0,1,1,2
129458,0,1,1,2
129460,0,2,1,3
129464,0,1,1,2
129466,0,1,1,2
129470,0,1,1,2
129472,0,1,1,2
129474,1,13,2,13
129476,3,4,4,2
129478,1,1,2,1
129480,1,3,2,3
129482,1,1,2,1
129484,0,3,1,4
129486,0,1,1,2
129488,0,2,1,3
129490,4,28,5,25
129492,0,4,1,5
129500,0,1,1,2
129502,0,2,1,3
129506,0,1,1,2
129508,0,1,1,2
129510,0,5,1,6
129512,0,3,1,4
129514,362,506,363,145
129516,2,4,3,3
129518,4,4,5,1
129520,3,3,4,1
129522,1,4,2,4
129524,0,4,1,5
129526,1,5,2,5
129528,1,2,2,2
129530,2,2,3,1
129532,0,4,1,5
129534,2,9,3,8
129536,0,4,1,5
129555,1,3,2,3
129640,1,4,2,4
129644,6,13,7,8
129646,1,8,2,8
129651,1,2,2,2
129653,0,3,1,4
129655,1,3,2,3
129657,16,97,17,82
129659,165,296,166,132
129661,0,1,1,2
129667,2,4,3,3
129669,6,19,7,14
129671,1,3,2,3
129673,1,4,2,4
129675,9,18,10,10
129679,0,1,1,2
129683,0,1,1,2
129687,0,3,1,4
129689,0,1,1,2
129691,0,1,1,2
129699,0,2,1,3
129701,0,9,1,10
129703,0,2,1,3
129705,3,9,4,7
129707,27,199,28,173
129709,0,2,1,3
129711,2,4,3,3
129713,31,47,32,17
129715,0,1,1,2
129717,1,1,2,1
129719,6,9,7,4
129721,6,10,7,5
129723,1,2,2,2
129725,0,3,1,4
129727,0,1,1,2
129729,1,2,2,2
129731,0,1,1,2
129737,21,122,22,102
129739,31,53,32,23
129741,2,3,3,2
129743,1,1,2,1
129749,16,45,17,30
129751,3,4,4,2
129759,0,1,1,2
129763,0,1,1,2
129765,0,1,1,2
129767,0,2,1,3
129769,1,2,2,2
129771,10,21,11,12
129773,16,43,17,28
129775,1,3,2,3
129777,0,2,1,3
129779,81,138,82,58
129781,23,61,24,39
129784,0,10,1,11
129786,3,13,4,11
129788,14,30,15,17
129792,2,3,3,2
129812,2,4,3,3
129814,0,2,1,3
129816,5,14,6,10
129818,12,32,13,21
129820,25,50,26,26
129822,3,11,4,9
129826,1,15,2,15
129828,1,2,2,2
129830,0,14,1,15
129834,0,3,1,4
129836,8,20,9,13
129838,1,5,2,5
129841,2,10,3,9
129843,2,5,3,4
129845,4,24,5,21
129847,1,3,2,3
129849,0,4,1,5
129851,0,11,1,12
129853,8,14,9,7
129855,2,8,3,7
129857,1,9,2,9
129859,6,18,7,13
129865,0,1,1,2
129867,0,2,1,3
129871,0,2,1,3
129873,0,2,1,3
129875,0,2,1,3
129877,0,1,1,2
129879,0,2,1,3
129881,0,1,1,2
129883,0,1,1,2
129885,0,1,1,2
129887,1,1,2,1
129889,4,6,5,3
129895,0,2,1,3
129897,1,1,2,1
129899,0,1,1,2
129905,1,2,2,2
129907,1,2,2,2
129909,1,5,2,5
129911,4,6,5,3
129913,13,35,14,23
129915,1,3,2,3
129917,2,3,3,2
129919,1,2,2,2
129921,0,3,1,4
129923,0,3,1,4
129925,1,4,2,4
129927,1,4,2,4
129929,0,3,1,4
129931,1,2,2,2
129933,2,9,3,8
129935,9,18,10,10
129937,142,590,143,449
129939,1,3,2,3
129941,5,22,6,18
129943,4,8,5,5
129945,1,3,2,3
129947,3,9,4,7
129949,1,4,2,4
129951,16,30,17,15
129958,8,12,9,5
129970,0,1,1,2
129978,0,1,1,2
129980,0,2,1,3
129984,0,1,1,2
129986,0,1,1,2
129994,0,6,1,7
129996,0,1,1,2
130000,0,1,1,2
130008,0,1,1,2
130016,2,17,3,16
130018,0,1,1,2
130020,0,1,1,2
130022,0,2,1,3
130028,0,1,1,2
130034,7,17,8,11
130036,3,10,4,8
130038,2,7,3,6
130040,7,12,8,6
130042,0,7,1,8
130044,10,58,11,49
130046,2,8,3,7
130048,1,3,2,3
130050,5,27,6,23
130052,14,97,15,84
130054,0,5,1,6
130056,0,2,1,3
130058,0,2,1,3
130060,1,8,2,8
130062,1,3,2,3
130064,0,3,1,4
130066,2,15,3,14
130069,2,13,3,12
130071,0,5,1,6
130073,444,1166,445,723
130075,79,237,80,159
130077,1,5,2,5
130079,0,3,1,4
130081,3,14,4,12
130083,9,77,10,69
130085,3,8,4,6
130087,55,281,56,227
130089,1,3,2,3
130091,0,1,1,2
130099,0,1,1,2
130103,4,6,5,3
130107,2,11,3,10
130109,0,1,1,2
130111,0,1,1,2
130114,0,1,1,2
130116,1,1,2,1
130120,0,1,1,2
130128,0,1,1,2
130130,0,1,1,2
130138,0,1,1,2
130140,3,4,4,2
130142,0,1,1,2
130144,0,2,1,3
130146,0,5,1,6
130148,1,2,2,2
130150,1,2,2,2
130152,0,2,1,3
130154,0,1,1,2
130156,1,3,2,3
130163,1,2,2,2
130170,1,5,2,5
130173,0,4,1,5
130176,1,3,2,3
130178,0,2,1,3
130182,0,1,1,2
130185,1,1,2,1
130194,1,2,2,2
130196,0,2,1,3
130198,1,4,2,4
130202,0,2,1,3
130204,2,12,3,11
130206,1,1,2,1
130208,0,3,1,4
130210,1,3,2,3
130217,1,4,2,4
130219,2,6,3,5
130231,0,1,1,2
130233,10,19,11,10
130235,0,1,1,2
130237,0,2,1,3
130241,0,2,1,3
130243,0,1,1,2
130247,1,7,2,7
130250,0,2,1,3
130252,0,2,1,3
130259,5,7,6,3
130261,0,2,1,3
130267,1,2,2,2
130269,0,7,1,8
130271,1,4,2,4
130275,1,3,2,3
130284,1,1,2,1
130288,0,1,1,2
130290,3,11,4,9
130292,3,9,4,7
130294,1,2,2,2
130296,1,2,2,2
130298,1,3,2,3
130320,0,2,1,3
130324,2,3,3,2
130326,2,4,3,3
130328,1,6,2,6
130330,1,2,2,2
130332,1,13,2,13
130336,1,4,2,4
130338,4,5,5,2
130340,2,8,3,7
130342,0,2,1,3
130344,0,2,1,3
130347,28,44,29,17
130349,0,3,1,4
130351,29,60,30,32
130356,0,1,1,2
130364,0,1,1,2
130372,0,10,1,11
130374,21,23,22,3
130376,0,4,1,5
130378,1,3,2,3
130380,0,1,1,2
130382,5,15,6,11
130384,1,14,2,14
130386,0,1,1,2
130388,2,9,3,8
130390,2,8,3,7
130392,2,14,3,13
130394,8,13,9,6
130396,4,14,5,11
130398,1,16,2,16
130400,0,1,1,2
130402,3,14,4,12
130404,3,3,4,1
130406,1,3,2,3
130408,0,1,1,2
130412,0,1,1,2
130414,0,1,1,2
130418,1,2,2,2
130420,0,1,1,2
130422,1,3,2,3
130424,1,6,2,6
130426,1,4,2,4
130430,0,1,1,2
130436,1,2,2,2
130440,0,2,1,3
130442,2,31,3,30
130444,11,38,12,28
130446,0,3,1,4
130448,64,339,65,276
130450,60,323,61,264
130452,98,358,99,261
130454,1,3,2,3
130456,0,2,1,3
130458,1,21,2,21
130460,0,1,1,2
130462,8,33,9,26
130464,5,9,6,5
130468,3,10,4,8
130472,2,9,3,8
130474,31,76,32,46
130476,4,11,5,8
130478,10,24,11,15
130480,7,12,8,6
130482,6,18,7,13
130484,1,8,2,8
130488,4,14,5,11
130490,710,2189,711,1480
130492,22,51,23,30
130494,4,13,5,10
130496,10,149,11,140
130498,6,26,7,21
130500,0,2,1,3
130502,1,5,2,5
130504,4,14,5,11
130506,74,125,75,52
130508,88,147,89,60
130510,67,100,68,34
130512,6,16,7,11
130514,3,8,4,6
130516,2,9,3,8
130518,30,50,31,21
130520,400,1091,401,692
130522,8,30,9,23
130524,1,10,2,10
130526,1,14,2,14
130528,1,1,2,1
130530,0,1,1,2
130532,0,3,1,4
130538,0,1,1,2
130540,1,1,2,1
130544,1,2,2,2
130552,0,3,1,4
130554,1,1,2,1
130558,1,1,2,1
130560,1,5,2,5
130562,0,1,1,2
130566,0,1,1,2
130572,1,1,2,1
130574,1,4,2,4
130576,240,704,241,465
130578,30,145,31,116
130580,18,42,19,25
130582,17,48,18,32
130584,1,6,2,6
130586,7,11,8,5
130588,15,45,16,31
130590,0,1,1,2
130596,1,5,2,5
130604,0,4,1,5
130608,1,3,2,3
130610,0,2,1,3
130612,0,2,1,3
130614,1,4,2,4
130618,33,60,34,28
130622,2,7,3,6
130624,1,2,2,2
130626,1,1,2,1
130628,63,104,64,42
130630,4,16,5,13
130632,0,1,1,2
130634,997,2351,998,1355
130636,84,450,85,367
130638,4,8,5,5
130640,3,12,4,10
130642,27,107,28,81
130644,19,30,20,12
130646,0,1,1,2
130648,1,3,2,3
130654,0,2,1,3
130656,0,1,1,2
130660,1,4,2,4
130666,0,1,1,2
130668,0,3,1,4
130670,0,1,1,2
130672,0,2,1,3
130674,0,8,1,9
130676,1,2,2,2
130678,0,1,1,2
130680,2,7,3,6
130682,0,10,1,11
130684,31,148,32,118
130686,71,234,72,164
130688,1,3,2,3
130692,0,2,1,3
130694,0,1,1,2
130698,0,1,1,2
130702,3,3,4,1
130704,0,1,1,2
130708,0,1,1,2
130716,0,1,1,2
130720,0,1,1,2
130722,0,1,1,2
130724,1,7,2,7
130730,1,10,2,10
130732,0,1,1,2
130734,1,14,2,14
130738,0,2,1,3
130744,0,4,1,5
130746,1,16,2,16
130748,0,2,1,3
130750,0,2,1,3
130758,0,1,1,2
130762,1,3,2,3
130768,1,3,2,3
130778,0,2,1,3
130780,0,1,1,2
130784,17,39,18,23
130786,0,2,1,3
130788,0,3,1,4
130794,6,7,7,2
130796,0,3,1,4
130800,2,3,3,2
130802,1,2,2,2
130804,1,5,2,5
130808,0,3,1,4
130810,0,1,1,2
130812,0,2,1,3
130814,0,1,1,2
130816,1,2,2,2
130818,0,2,1,3
130820,0,1,1,2
130822,0,3,1,4
130824,0,1,1,2
130826,1,2,2,2
130828,1,3,2,3
130832,0,1,1,2
130834,0,3,1,4
130836,0,2,1,3
130840,106,271,107,166
130842,26,67,27,42
130846,1,2,2,2
130848,5,10,6,6
130850,2,6,3,5
130852,2,3,3,2
130854,3,7,4,5
130856,2,3,3,2
130858,1,2,2,2
130860,0,2,1,3
130862,3,15,4,13
130866,0,2,1,3
130870,0,2,1,3
130878,0,1,1,2
130880,2,3,3,2
130882,0,2,1,3
130892,1,3,2,3
130894,1,13,2,13
130898,2,2,3,1
130900,0,3,1,4
130902,1,1,2,1
130904,0,1,1,2
130908,1,1,2,1
130912,4,11,5,8
130914,0,8,1,9
130916,1,3,2,3
130918,0,1,1,2
130920,0,1,1,2
130922,2,10,3,9
130924,0,1,1,2
130926,0,2,1,3
130928,2,10,3,9
130930,0,8,1,9
130934,0,4,1,5
130938,0,2,1,3
130940,1,1,2,1
130942,0,1,1,2
130946,0,1,1,2
130950,0,1,1,2
130952,1,2,2,2
130954,1,2,2,2
130956,44,202,45,159
130958,0,4,1,5
130960,1,6,2,6
130962,0,1,1,2
130964,3,10,4,8
130966,0,2,1,3
130968,1,2,2,2
130970,168,225,169,58
130972,0,4,1,5
130976,51,85,52,35
130978,96,137,97,42
130980,5,7,6,3
130982,0,2,1,3
130984,0,3,1,4
130986,2,4,3,3
130988,30,82,31,53
130990,2,5,3,4
130992,13,27,14,15
130994,0,1,1,2
130996,2,4,3,3
130998,4,15,5,12
131000,3,13,4,11
131002,3,12,4,10
131004,3,11,4,9
131009,0,4,1,5
131011,2,4,3,3
131013,271,977,272,707
131015,0,4,1,5
131017,12,43,13,32
131019,3,15,4,13
131021,0,5,1,6
131023,40,81,41,42
131025,0,1,1,2
131027,1,5,2,5
131029,2,7,3,6
131031,0,2,1,3
131050,127,198,128,72
131052,0,1,1,2
131054,2,6,3,5
131056,2,15,3,14
131058,0,4,1,5
131060,0,4,1,5
131062,1,6,2,6
131064,0,4,1,5
131066,23,70,24,48
131068,0,1,1,2
131070,2,5,3,4
131072,0,1,1,2
131074,0,1,1,2
131076,0,3,1,4
131078,0,1,1,2
131080,28,97,29,70
131082,1,4,2,4
131084,1,8,2,8
131086,0,1,1,2
131088,0,7,1,8
131090,0,2,1,3
131092,27,65,28,39
131094,4,21,5,18
131096,2,9,3,8
131098,4,11,5,8
131100,1,4,2,4
131102,3,12,4,10
131104,8,19,9,12
131106,0,11,1,12
131108,0,1,1,2
131110,0,1,1,2
131112,4,11,5,8
131114,0,1,1,2
131116,0,1,1,2
131118,0,7,1,8
131120,1,6,2,6
131122,0,2,1,3
131124,1,7,2,7
131126,0,7,1,8
131128,1,6,2,6
131130,5,14,6,10
131132,4,13,5,10
131134,0,3,1,4
131136,2,18,3,17
131138,3,12,4,10
131140,3,6,4,4
131142,1,9,2,9
131144,3,11,4,9
131146,3,10,4,8
131148,2,9,3,8
131150,1,12,2,12
131152,0,1,1,2
131154,0,2,1,3
131156,2,12,3,11
131158,1,7,2,7
131160,4,9,5,6
131162,0,3,1,4
131164,6,8,7,3
131166,4,8,5,5
131168,63,134,64,72
131170,32,124,33,93
131172,1,7,2,7
131174,0,4,1,5
131176,10,28,11,19
131178,0,4,1,5
131180,4,28,5,25
131182,0,1,1,2
131184,0,1,1,2
131186,0,2,1,3
131188,1,1,2,1
131190,0,2,1,3
131192,2,13,3,12
131198,0,1,1,2
131202,0,3,1,4
131206,0,2,1,3
131211,0,1,1,2
131213,0,1,1,2
131231,1,9,2,9
131233,0,1,1,2
131237,99,153,100,55
131239,1,1,2,1
131241,3,19,4,17
131243,3,7,4,5
131248,55,142,56,88
131250,1,6,2,6
131252,31,58,32,28
131254,1,3,2,3
131256,1,2,2,2
131258,3,19,4,17
131260,2,4,3,3
131262,2,10,3,9
131266,0,1,1,2
131268,0,1,1,2
131270,19,63,20,45
131272,0,1,1,2
131274,0,7,1,8
131278,0,1,1,2
131282,0,1,1,2
131284,0,1,1,2
131292,0,6,1,7
131294,0,1,1,2
131300,0,4,1,5
131305,0,3,1,4
131308,0,2,1,3
131310,0,1,1,2
131316,1,3,2,3
131320,0,1,1,2
131339,0,1,1,2
131341,2,4,3,3
131343,0,1,1,2
131345,0,1,1,2
131347,1,4,2,4
131353,0,2,1,3
131357,0,1,1,2
131359,3,4,4,2
131361,1,3,2,3
131363,1,1,2,1
131365,1,1,2,1
131369,0,2,1,3
131375,0,1,1,2
131378,1,11,2,11
131380,0,1,1,2
131382,0,3,1,4
131386,0,3,1,4
131389,22,66,23,45
131391,0,2,1,3
131393,0,2,1,3
131398,0,1,1,2
131400,0,1,1,2
131409,1,2,2,2
131411,0,1,1,2
131419,1,3,2,3
131421,0,1,1,2
131427,0,1,1,2
131429,0,5,1,6
131431,0,3,1,4
131433,30,62,31,33
131437,0,12,1,13
131439,21,129,22,109
131442,0,1,1,2
131444,21,50,22,30
131446,29,59,30,31
131448,3,20,4,18
131451,12,52,13,41
131453,5,39,6,35
131457,8,28,9,21
131462,1,3,2,3
131464,13,46,14,34
131466,0,9,1,10
131470,12,56,13,45
131472,0,15,1,16
131474,5,36,6,32
131476,6,16,7,11
131478,2,26,3,25
131480,7,36,8,30
131482,0,9,1,10
131484,0,7,1,8
131486,1,13,2,13
131496,3,6,4,4
131498,0,2,1,3
131500,0,4,1,5
131502,7,18,8,12
131504,2,6,3,5
131506,9,23,10,15
131508,1,4,2,4
131514,0,1,1,2
131516,0,2,1,3
131522,0,2,1,3
131524,0,2,1,3
131526,0,1,1,2
131528,0,3,1,4
131530,0,2,1,3
131532,0,3,1,4
131534,0,5,1,6
131536,1,2,2,2
131538,1,5,2,5
131542,0,4,1,5
131546,0,5,1,6
131548,3,14,4,12
131550,3,7,4,5
131552,0,2,1,3
131554,7,11,8,5
131556,3,13,4,11
131558,1,7,2,7
131560,5,18,6,14
131562,8,13,9,6
131564,0,2,1,3
131566,0,1,1,2
131568,1,2,2,2
131570,2,16,3,15
131572,0,5,1,6
131574,0,2,1,3
131578,0,9,1,10
131582,0,5,1,6
131584,5,9,6,5
131586,6,8,7,3
131588,1,4,2,4
131590,0,4,1,5
131592,0,1,1,2
131594,0,2,1,3
131596,0,4,1,5
131602,0,2,1,3
131604,1,4,2,4
131610,1,6,2,6
131614,0,2,1,3
131618,0,1,1,2
131620,6,14,7,9
131622,6,14,7,9
131624,0,3,1,4
131626,1,2,2,2
131628,1,1,2,1
131630,0,2,1,3
131634,0,2,1,3
131636,0,1,1,2
131638,0,2,1,3
131640,1,4,2,4
131642,0,1,1,2
131644,1,1,2,1
131646,2,3,3,2
131648,1,2,2,2
131650,1,6,2,6
131652,0,3,1,4
131654,0,1,1,2
131656,184,416,185,233
131658,31,85,32,55
131660,1,28,2,28
131662,0,2,1,3
131664,0,1,1,2
131670,2,7,3,6
131672,0,1,1,2
131674,0,1,1,2
131678,0,1,1,2
131682,2,5,3,4
131684,0,5,1,6
131686,0,2,1,3
131688,0,2,1,3
131690,1,4,2,4
131694,0,1,1,2
131696,0,2,1,3
131698,0,3,1,4
131700,0,3,1,4
131702,0,2,1,3
131704,1,4,2,4
131706,0,2,1,3
131708,0,2,1,3
131710,0,3,1,4
131712,2,11,3,10
131714,58,205,59,148
131716,2,7,3,6
131718,0,2,1,3
131720,1,4,2,4
131722,1,2,2,2
131724,685,891,686,207
131726,2,8,3,7
131728,0,5,1,6
131730,0,2,1,3
131736,0,1,1,2
131739,48,134,49,87
131743,0,2,1,3
131749,12,26,13,15
131751,5,12,6,8
131753,1,7,2,7
131755,0,1,1,2
131759,0,3,1,4
131761,0,3,1,4
131763,0,2,1,3
131765,0,1,1,2
131767,1,1,2,1
131769,0,4,1,5
131771,0,1,1,2
131775,0,1,1,2
131777,1,1,2,1
131779,0,2,1,3
131786,0,3,1,4
131788,1,4,2,4
131790,0,2,1,3
131792,0,2,1,3
131794,0,1,1,2
131796,197,388,198,192
131798,1,6,2,6
131806,0,2,1,3
131808,5,13,6,9
131810,0,2,1,3
131812,1,5,2,5
131816,1,4,2,4
131818,6,10,7,5
131820,0,18,1,19
131822,1,2,2,2
131824,1,6,2,6
131826,15,41,16,27
131828,0,5,1,6
131830,35,77,36,43
131832,5,12,6,8
131834,5,19,6,15
131836,5,12,6,8
131838,2,3,3,2
131840,1,3,2,3
131842,5,50,6,46
131844,1,2,2,2
131846,0,3,1,4
131848,3,22,4,20
131850,4,14,5,11
131852,0,1,1,2
131854,0,7,1,8
131856,1,4,2,4
131858,0,1,1,2
131866,0,1,1,2
131868,1,4,2,4
131870,1,3,2,3
131872,0,1,1,2
131878,0,1,1,2
131880,3,21,4,19
131882,0,2,1,3
131884,0,3,1,4
131888,0,1,1,2
131892,0,2,1,3
131894,0,2,1,3
131896,0,1,1,2
131900,0,1,1,2
131902,0,1,1,2
131904,1,2,2,2
131908,0,1,1,2
131910,1,3,2,3
131912,0,2,1,3
131914,0,1,1,2
131916,0,1,1,2
131920,45,105,46,61
131922,1,1,2,1
131926,0,1,1,2
131928,0,2,1,3
131930,0,2,1,3
131932,1,6,2,6
131934,0,8,1,9
131936,3,12,4,10
131938,0,2,1,3
131940,0,1,1,2
131944,0,3,1,4
131950,0,3,1,4
131952,0,1,1,2
131954,0,2,1,3
131960,0,5,1,6
131962,0,1,1,2
131964,3,6,4,4
131966,3,7,4,5
131968,0,3,1,4
131970,0,3,1,4
131974,0,1,1,2
131980,9,10,10,2
131984,0,2,1,3
131986,0,2,1,3
131990,0,1,1,2
131998,1,16,2,16
132000,0,1,1,2
132002,0,7,1,8
132004,0,1,1,2
132008,1,4,2,4
132010,3,5,4,3
132012,26,51,27,26
132014,0,2,1,3
132018,0,4,1,5
132022,0,1,1,2
132024,0,2,1,3
132028,0,2,1,3
132030,0,2,1,3
132034,0,2,1,3
132036,2,5,3,4
132038,0,1,1,2
132040,2,7,3,6
132044,0,2,1,3
132046,588,1952,589,1365
132048,2,7,3,6
132050,2,7,3,6
132052,0,2,1,3
132054,0,4,1,5
132056,10,55,11,46
132058,8,19,9,12
132060,0,5,1,6
132062,2,7,3,6
132064,0,3,1,4
132066,0,3,1,4
132068,20,33,21,14
132070,6,18,7,13
132072,1,5,2,5
132074,16,34,17,19
132076,0,1,1,2
132078,0,3,1,4
132080,0,1,1,2
132082,0,1,1,2
132084,0,2,1,3
132086,0,2,1,3
132090,0,1,1,2
132092,0,1,1,2
132094,0,4,1,5
132100,1,2,2,2
132102,0,1,1,2
132106,2,19,3,18
132110,3,11,4,9
132112,33,108,34,76
132114,0,4,1,5
132116,1,2,2,2
132118,5,17,6,13
132120,0,1,1,2
132122,8,19,9,12
132124,1,1,2,1
132126,0,1,1,2
132128,45,127,46,83
132130,1,36,2,36
132132,4,15,5,12
132134,1,3,2,3
132136,3,24,4,22
132138,1,2,2,2
132140,6,19,7,14
132142,2,2,3,1
132144,6,15,7,10
132146,11,52,12,42
132148,0,2,1,3
132150,1,8,2,8
132153,7,20,8,14
132155,1,3,2,3
132157,32,306,33,275
132159,2,12,3,11
132161,3,6,4,4
132163,0,3,1,4
132165,1,2,2,2
132167,10,23,11,14
132169,7,22,8,16
132171,2,3,3,2
132173,12,42,13,31
132175,0,2,1,3
132178,0,10,1,11
132180,0,8,1,9
132182,7,17,8,11
132184,1,3,2,3
132186,0,1,1,2
132188,0,3,1,4
132190,0,4,1,5
132192,3,8,4,6
132194,1,3,2,3
132196,0,1,1,2
132198,0,2,1,3
132206,0,1,1,2
132208,3,8,4,6
132210,3,12,4,10
132212,2,10,3,9
132214,1,6,2,6
132216,0,1,1,2
132218,0,1,1,2
132220,0,1,1,2
132222,0,7,1,8
132224,0,2,1,3
132226,0,1,1,2
132232,1,4,2,4
132234,0,2,1,3
132236,2,5,3,4
132238,0,1,1,2
132242,1,3,2,3
132247,0,1,1,2
132251,0,1,1,2
132253,1,1,2,1
132259,1,2,2,2
132261,0,1,1,2
132264,0,1,1,2
132268,4,8,5,5
132270,0,3,1,4
132272,1,2,2,2
132275,1,1,2,1
132278,0,5,1,6
132280,1,3,2,3
132282,0,1,1,2
132284,1,4,2,4
132286,2,6,3,5
132288,0,2,1,3
132290,0,2,1,3
132292,1,3,2,3
132294,0,2,1,3
132296,1,5,2,5
132298,0,2,1,3
132300,0,1,1,2
132302,1,2,2,2
132307,0,1,1,2
132309,1,7,2,7
132311,0,1,1,2
132313,0,1,1,2
132315,6,16,7,11
132317,1,2,2,2
132319,3,9,4,7
132321,1,1,2,1
132323,0,2,1,3
132325,1,3,2,3
132327,1,1,2,1
132331,2,9,3,8
132333,2,2,3,1
132335,22,50,23,29
132338,2,4,3,3
132340,0,5,1,6
132342,1,2,2,2
132344,9,36,10,28
132346,0,1,1,2
132348,1,9,2,9
132350,2,5,3,4
132352,2,14,3,13
132354,0,2,1,3
132356,1,12,2,12
132358,18,33,19,16
132360,3,26,4,24
132362,29,44,30,16
132364,0,4,1,5
132366,1,4,2,4
132368,0,1,1,2
132370,0,4,1,5
132372,0,5,1,6
132374,1,2,2,2
132377,3,43,4,41
132379,0,1,1,2
132381,16,49,17,34
132384,1,9,2,9
132386,1,2,2,2
132388,1,11,2,11
132390,1,5,2,5
132392,0,2,1,3
132394,0,2,1,3
132402,3,7,4,5
132404,0,3,1,4
132408,2,6,3,5
132410,1,6,2,6
132412,0,4,1,5
132414,3,8,4,6
132416,0,1,1,2
132418,1,14,2,14
132420,0,8,1,9
132422,4,13,5,10
132424,251,492,252,242
132430,7,24,8,18
132432,5,13,6,9
132434,3,12,4,10
132436,0,4,1,5
132438,0,1,1,2
132440,0,1,1,2
132442,7,35,8,29
132444,2,2,3,1
132446,31,92,32,62
132448,2,2,3,1
132450,0,2,1,3
132452,0,1,1,2
132454,4,10,5,7
132456,49,94,50,46
132458,13,31,14,19
132460,0,2,1,3
132462,1,11,2,11
132464,0,3,1,4
132468,12,23,13,12
132470,4,13,5,10
132472,16,32,17,17
132474,1,5,2,5
132476,0,2,1,3
132478,1,2,2,2
132480,583,1149,584,567
132482,1,7,2,7
132484,3,20,4,18
132486,5,12,6,8
132488,1,11,2,11
132490,9,19,10,11
132492,22,35,23,14
132494,9,20,10,12
132496,58,157,59,100
132502,0,1,1,2
132506,1,3,2,3
132508,0,2,1,3
132510,0,1,1,2
132514,0,1,1,2
132516,1,1,2,1
132518,1,8,2,8
132520,0,8,1,9
132522,1,2,2,2
132524,4,24,5,21
132526,0,3,1,4
132528,0,5,1,6
132530,1,8,2,8
132532,0,1,1,2
132534,1,3,2,3
132537,2,4,3,3
132539,1,15,2,15
132541,0,7,1,8
132543,0,3,1,4
132545,4,11,5,8
132547,12,30,13,19
132549,38,117,39,80
132551,3,16,4,14
132553,1,2,2,2
132555,37,59,38,23
132557,3,8,4,6
132559,3,8,4,6
132561,19,31,20,13
132563,1,4,2,4
132565,0,5,1,6
132567,0,5,1,6
132569,20,52,21,33
132571,1,4,2,4
132575,5,11,6,7
132577,9,23,10,15
132579,7,20,8,14
132584,11,48,12,38
132586,2,4,3,3
132588,5,12,6,8
132590,11,27,12,17
132592,2,11,3,10
132594,12,44,13,33
132596,0,1,1,2
132600,0,5,1,6
132602,0,3,1,4
132604,0,2,1,3
132606,0,2,1,3
132608,6,18,7,13
132610,0,3,1,4
132612,0,3,1,4
132614,10,22,11,13
132616,5,23,6,19
132618,3,22,4,20
132622,5,11,6,7
132624,3,10,4,8
132626,5,22,6,18
132628,1,1,2,1
132630,49,92,50,44
132632,39,83,40,45
132634,1,11,2,11
132636,0,1,1,2
132638,4,15,5,12
132640,0,1,1,2
132642,0,1,1,2
132644,0,1,1,2
132646,2,10,3,9
132648,15,31,16,17
132650,10,40,11,31
132652,16,56,17,41
132654,2,6,3,5
132656,1,27,2,27
132658,5,20,6,16
132660,150,398,151,249
132662,0,4,1,5
132664,8,19,9,12
132666,2,4,3,3
132668,0,2,1,3
132672,0,1,1,2
132674,0,1,1,2
132678,0,3,1,4
132684,0,1,1,2
132686,0,1,1,2
132688,2,4,3,3
132692,0,1,1,2
132694,0,1,1,2
132711,0,2,1,3
132719,2,12,3,11
132723,0,2,1,3
132727,0,1,1,2
132729,0,1,1,2
132731,0,1,1,2
